% Arc length (m),Total traction
0,31.29914990109893
0.012450876329648638,31.331721361824712
0.024901752659297314,31.506989456348855
0.03735262898894601,31.825684615433467
0.04980350531859465,32.288542263567365
0.06225438164824332,32.89630286171477
0.07470525797789199,33.64971195050404
0.08715613430754066,57.722643615197654
0.09960693822075067,81.36958295606908
0.1120577421339607,81.79852856289182
0.12450854604717075,82.1826877497997
0.13695934996038076,82.52214420058438
0.14941015387359077,82.81698139068216
0.1618609577868008,83.06728258782218
0.17431176170001084,106.15428867638633
0.18676257683325967,128.86664022487443
0.19921339196650853,128.87851796872397
0.2116642070997574,129.06933231414834
0.22411502223300622,129.4373583038953
0.23656583736625508,129.9808930812547
0.24901665249950394,130.69825553724186
0.26146746763275275,153.4065067569237
0.27391828342809216,174.48286946131796
0.28636909922343157,173.93235023018067
0.2988199150187709,173.57192037311484
0.3112707308141103,173.39985161549512
0.3237215466094497,173.41443657047233
0.33617236240478904,173.61398842436427
0.34862317820012845,193.8127076423588
0.3610739941488932,213.94494753759773
0.37352481009765787,214.14108664103384
0.38597562604642255,214.21778755470507
0.3984264419951873,214.1758388622476
0.410877257943952,214.01602222043948
0.4233280738927167,213.73911243509014
0.43577888984148144,230.60878576607843
0.44822970563680037,247.2135385891085
0.4606805214321193,246.80106787586334
0.4731313372274382,246.63327630803335
0.4855821530227572,246.70916381708918
0.4980329688180761,247.02773577714663
0.510483784613395,247.58800296799134
0.522934600408714,262.51697675882434
0.5353854155419165,276.00462864316336
0.5478362306751191,275.4649088937699
0.5602870458083217,275.0256882172487
0.5727378609415242,274.68684230513526
0.5851886760747268,274.44824705389135
0.5976394912079294,274.3097785644844
0.6100903063411319,284.55431802324495
0.6225411198470587,295.2124454619407
0.6349919333529855,295.48686940606405
0.6474427468589123,295.66036721824827
0.6598935603648391,295.73271069392183
0.672344373870766,295.703670940002
0.6847951873766926,295.5730183722957
0.6972460008826195,301.5106896811436
0.7096968128606618,307.33400263119574
0.7221476248387041,307.06405310514356
0.7345984368167464,306.87137031026714
0.7470492487947887,306.75631876414883
0.759500060772831,306.7192652808724
0.7719508727508734,306.7605789891362
0.7844016847289157,308.6513694573416
0.7968525610585644,310.7361775023923
0.8093034373882131,310.94855229635704
0.8217543137178618,311.0587476138713
0.8342051900475105,311.0662760423113
0.8466560663771592,310.97064706406667
0.8591069427068079,310.77136703177644
0.8715578190364566,307.2466805596292
0.8840086229496666,303.70381901528003
0.8964594268628767,303.53446771446215
0.9089102307760868,303.51757163320315
0.9213610346892969,303.6533346942681
0.9338118386025069,303.941961184271
0.946262642515717,304.38365575448745
0.9587134464289271,296.72729421337397
0.9711642615621758,288.61954152032934
0.9836150766954247,288.67605351028254
0.9960658918286736,288.6455311756434
1.0085167069619223,288.5280047031496
1.020967522095171,288.3235042655805
1.0334183372284198,288.0320600217654
1.0458691523616686,274.55428377721137
1.058319968157008,262.15049160795576
1.0707707839523473,262.71868581980294
1.0832215997476866,263.15946236352255
1.095672415543026,263.4728355271274
1.1081232313383653,263.658819596494
1.1205740471337047,263.7174288553633
1.133024862929044,245.87379670280018
1.1454756788778089,228.02314662327376
1.1579264948265737,228.03312193988452
1.1703773107753386,228.12891207307052
1.1828281267241034,228.3105874026878
1.1952789426728683,228.57821838557484
1.2077297586216331,228.93187555565808
1.220180574570398,207.5256761015164
1.232631390365717,186.1412204780706
1.2450822061610358,186.54859203019242
1.2575330219563547,186.90163572110853
1.2699838377516737,187.20014893402083
1.2824346535469926,187.44392804332597
1.2948854693423115,187.63276840832947
1.3073362851376304,162.628996260218
1.319787100270833,137.83240973838952
1.3322379154040356,138.14885249831366
1.3446887305372381,138.44069792195458
1.3571395456704407,138.7077861241847
1.3695903608036433,138.9499558311752
1.3820411759368458,139.16704436528616
1.3944919910700484,111.92104468097757
1.406942804575975,84.73433488616686
1.4193936180819018,84.97160938238805
1.4318444315878285,85.1949696927173
1.4442952450937552,85.40435999196573
1.4567460585996819,85.59972415590899
1.4691968721056086,85.7810057592825
1.4816476856115353,57.13224513795278
1.4940984975895777,28.57967107493902
1.50654930956762,28.815903665550234
1.519000121545662,29.025089077341914
1.5314509335237045,29.207276295103057
1.543901745501747,29.36251418540639
1.5563525574797892,29.490851496964808
1.5688033694578316,0.3634763835754651
1.5812542457874803,-28.73785490457144
1.593705122117129,-28.597517530714562
1.6061559984467777,-28.444395085279858
1.6186068747764264,-28.27851062570419
1.631057751106075,-28.09988715401333
1.6435086274357238,-27.90854761698835
1.6559595037653725,-56.40992706797006
1.6684103076785826,-85.00638369165188
1.6808611115917926,-84.89361974699744
1.6933119155050027,-84.77706637728451
1.7057627194182128,-84.65674243821839
1.7182135233314229,-84.5326666606134
1.730664327244633,-84.40485765142513
1.743115131157843,-111.5453102588834
1.7555659462910918,-138.7294961349875
1.7680167614243405,-138.60803762291934
1.7804675765575892,-138.45307696390083
1.792918391690838,-138.26477894716194
1.8053692068240867,-138.04330728295557
1.8178200219573355,-137.78882461137377
1.8302708370905842,-162.47938155454307
1.8427216528859236,-187.439619767699
1.855172468681263,-187.3783347282551
1.8676232844766023,-187.27369610375425
1.8800741002719417,-187.12598211705722
1.892524916067281,-186.93546861543555
1.9049757318626204,-186.70242909587284
1.9174265476579597,-208.2695497295415
1.9298773636067246,-229.7837049582673
1.9423281795554892,-229.48479506114302
1.954778995504254,-229.21504788007942
1.9672298114530187,-228.97427784539568
1.9796806274017835,-228.76230095851383
1.9921314433505481,-228.57893477536683
2.0045822592993128,-246.33556676044822
2.017033075094632,-264.09723611677896
