
% Arc length (m),Total traction
0,4.824356332135115
0.00506649407979254,5.011944512789499
0.01013298815958508,5.217280850505513
0.015199482239377622,5.440350460431402
0.020265976319170164,5.681138474355423
0.025332470398962702,10.8277707378795
0.03039901360127887,15.962448666603127
0.03546555680359504,16.21272466948357
0.040532100005911204,16.46673458958157
0.045598643208227374,16.72447358116026
0.05066518641054354,21.881931251502934
0.055731814025528896,27.006890135672467
0.06079844164051426,27.266867664319175
0.06586506925549962,27.5578269463644
0.07093169687048499,27.879736688291956
0.07599832448547035,33.10218497784851
0.0810649458186398,38.220875961215
0.08613156715180922,38.47384741086053
0.09119818848497864,38.73071676728142
0.09626480981814808,38.99148213307393
0.1013314311513175,44.11193818380909
0.10639796320731335,49.0610471961396
0.11146449526330918,49.21739608212513
0.11653102731930501,49.43678270407003
0.12159755937530084,49.71920835257025
0.1266640914312967,54.89145489045019
0.13173059076979635,59.870318188489634
0.13679709010829594,60.02922437893574
0.14186358944679558,60.19495621814207
0.1469300887852952,60.36751589120142
0.15199658812379482,65.35559869810824
0.1570631260571294,70.11268620266178
0.16212966399046397,70.13522043234941
0.1671962019237986,70.23191412081884
0.17226273985713317,70.40278689467229
0.17732927779046775,75.40420157736577
0.1823958240791824,80.26418703491336
0.18746237036789706,80.40106635828927
0.1925289166566117,80.57117542471747
0.19759546294532637,80.77450692363962
0.202662009234041,85.70212366127866
0.20772854656706952,90.42946828313775
0.21279508390009805,90.52084398376348
0.2178616212331265,90.66726978140595
0.22292815856615503,90.86869464283537
0.22799469589918353,95.73923758287776
0.23306123270231696,100.54291077880657
0.2381277695054504,100.74123246023703
0.24319430630858382,100.94836346989733
0.24826084311171726,101.16429467815338
0.25332737991485066,105.94004628126598
0.2583939268506424,110.47900283962208
0.2634604737864341,110.47578629453524
0.2685270207222258,110.48142266641877
0.2735935676580175,110.49590866403395
0.27866011459380924,114.97496620553574
0.2837266534205933,119.46303530254282
0.2887931922473773,119.53251491028301
0.2938597310741614,119.63913760334478
0.29892626990094545,119.78291075050274
0.30399280872772955,124.32870391414022
0.30905934439356714,128.63152769124682
0.3141258800594048,128.59530795857142
0.3191924157252424,128.58491149524804
0.32425895139108,128.6003428898382
0.3293254870569176,132.87821156591377
0.3343920326852483,137.0228570202774
0.33945857831357895,137.04104487298233
0.34452512394190965,137.16936228211367
0.34959166957024035,137.40779157561482
0.35465821519857105,141.86112658880154
0.3597247574806482,146.015058203642
0.3647912997627254,146.08835849051147
0.3698578420448026,146.1858338821691
0.3749243843268798,146.30747930920086
0.37999092660895695,150.43765101194117
0.3850574616375999,154.2516299322818
0.39012399666624287,154.20669466707284
0.39519053169488577,154.2872008201619
0.40025706672352873,154.49314268741085
0.4053236017521717,158.6882321248861
0.41039014403446544,162.53820315109616
0.4154566863167592,162.53929451095806
0.42052322859905283,162.55522595249576
0.4255897708813466,162.58599966430495
0.4306563131636403,166.34003454924448
0.4357228587918117,169.79362238429437
0.44078940441998316,169.64648848727316
0.44585595004815454,169.60708201950325
0.450922495676326,169.67543544151013
0.45598904130449736,173.37076903507077
0.46105557697027566,176.9322796119665
0.4661221126360539,176.9942750755202
0.47118864830183227,177.07594935069596
0.47625518396761046,177.17730855678496
0.48132171963338877,180.6464119497287
0.48638825846035205,183.90394862010615
0.49145479728731545,183.86162714802617
0.49652133611427873,183.86750875412307
0.5015878749412421,183.92160152672776
0.5066544137682054,187.19266815285818
0.5117209607039385,190.57471039989892
0.5167875076396715,190.77880570354722
0.5218540545754046,190.9737087114828
0.5269206015111376,191.15941947450716
0.5319871484468707,194.33828366422046
0.5370536852499482,197.29334966962352
0.5421202220530258,197.25064758312752
0.5471867588561034,197.2125223975906
0.5522532956591809,197.1789734851872
0.5573198324622585,199.93415012463902
