% Arc length (m),Total traction
0,2.511773111123089
0.0033278333764831984,2.63225887864767
0.006655666752966397,2.7630761065595206
0.009983500129449596,2.9042242385990753
0.013311333505932794,5.621754061345762
0.016639156314482532,8.338220659581792
0.01996697912303227,8.495025588280592
0.023294801931582013,8.658218903276206
0.02662262474013175,11.396398811924428
0.02995047213491988,14.13683885037674
0.033278319529708014,14.312790289558222
0.03660616692449615,14.492851354154414
0.03993401431928428,17.24547313917713
0.043261897460292624,19.961603147359764
0.046589780601300965,20.11854281617103
0.049917663742309305,20.284741590677726
0.05324554688331765,23.031476725839457
0.056573459536911994,25.776020988410895
0.05990137219050634,25.964682401370595
0.06322928484410069,26.168737860167226
0.06655719749769504,28.953226683963102
0.06988512269990176,31.67176273700388
0.07321304790210849,31.85292603412654
0.07654097310431522,32.061756817245445
0.07986889830652195,34.85675810764671
0.08319681506395003,37.59689116864662
0.08652473182137811,37.781322196494706
0.08985264857880619,37.9685564440092
0.09318056533623427,40.713116992593356
0.09650845534002354,43.34847959951811
0.0998363453438128,43.45948514586648
0.10316423534760208,43.60065233864584
0.10649212535139134,46.31835159867697
0.10981997968020508,48.970556676720975
0.11314783400901884,49.104055300344534
0.11647568833783259,49.26521249880683
0.11980354266664633,51.999429949592276
0.12313136845554169,54.6197655916096
0.12645919424443705,54.750426375956394
0.12978702003333237,54.93679412481227
0.13311484582222774,57.71707184213176
0.1364426728752163,60.35799900992741
0.13977049992820487,60.463566747716904
0.14309832698119343,60.57200625453096
0.146426154034182,63.21355624199969
0.14975400849236226,65.71148001961157
0.15308186295054255,65.73389811467047
0.1564097174087228,65.8110261404928
0.15973757186690307,68.46252404561129
0.16306542866056356,70.99690487939822
0.16639328545422405,71.04373536928598
0.16972114224788457,71.12268284237227
0.17304899904154505,73.74325451198555
0.17637686065977812,76.27883920406605
0.1797047222780112,76.37220127490748
0.1830325838962443,76.53281910952384
0.18636044551447736,79.25186343268788
0.18968830815931664,81.81380548399937
0.19301617080415587,81.89850591141256
0.19634403344899515,81.99717252368418
0.1996718960938344,84.57886794310348
0.20299975474083876,87.07554791566565
0.20632761338784314,87.1582915612325
0.2096554720348475,87.29615210061907
0.21298333068185185,89.94091956442642
0.2163111857703032,92.43222461619767
0.21963904085875458,92.49459291877781
0.22296689594720598,92.57983342378199
0.22629475103565733,95.11917915631153
0.22962260641871565,97.68498857164815
0.23295046180177395,97.85978387431669
0.23627831718483228,98.07480656540938
0.2396061725678906,100.7373627285592
0.24293402925556395,103.20819418143955
0.2462618859432373,103.27468181579447
0.2495897426309107,103.34412348306056
0.25291759931858404,105.80855765853815
0.2562454612815062,108.26651026729967
0.25957332324442833,108.34148184564404
0.26290118520735045,108.42551255508954
0.2662290471702726,110.89337361751564
0.26955691048425995,113.16280254598743
0.2728847737982472,113.08477352177864
0.27621263711223454,113.03406105820594
0.27954050042622186,115.34476121681939
0.2828683596396081,117.77306298727746
0.2861962188529944,117.88249831023938
0.2895240780663807,118.00715961858585
0.29285193727976694,120.4683724880106
0.296179792104424,122.7451206517835
0.29950764692908105,122.7455061851036
0.3028355017537381,122.79085813392787
0.30616335657839516,125.17017544679047
0.3094912120144463,127.47700588274164
0.3128190674504975,127.50522744416624
0.31614692288654866,127.54383495485266
0.31947477832259985,129.84445480780914
0.32280263423776856,131.9429865133652
0.3261304901529373,131.86428026229612
0.3294583460681061,131.8599735590433
0.3327862019832748,134.14297984160623
0.3361140634600308,136.36676775198006
0.33944192493678677,136.42520710048035
0.3427697864135427,136.53120647300878
0.3460976478902987,138.8664941795118
0.34942551173310654,141.04763439083405
0.35275337557591435,141.12594882658573
0.35608123941872216,141.2831702554991
0.35940910326152997,143.6675925297492
0.3627369636282724,145.87762009841637
0.36606482399501483,145.94985651376646
0.36939268436175726,146.03258486644881
0.3727205447284997,148.23933817643254
0.376048399822531,150.23716360426127
0.37937625491656235,150.19998297768637
0.3827041100105937,150.24132381207082
0.38603196510462495,152.42849881193024
0.3893598206215074,154.4655350540576
0.3926876761383899,154.48965000731548
0.39601553165527237,154.5681516431596
0.39934338717215484,156.75719937789722
0.4026712422662772,158.80846822266878
0.4059990973603996,158.87021733130342
0.409326952454522,158.99859925880682
0.41265480754864436,161.20562033158183
0.4159826679155489,163.1984588157374
0.4193105282824533,163.1862925448453
0.4226383886493577,163.18114159298787
0.4259662490162622,165.14931837093934
0.42929411285908947,166.9424403799134
0.4326219767019167,166.84690149412134
0.435949840544744,166.82899785076364
0.4392777043875713,168.8034911246528
0.4426055658641838,170.61778450680683
0.4459334273407963,170.56561551767052
0.44926128881740873,170.56175395175376
0.45258915029402125,172.47183801053345
0.4559170062090569,174.33354392240935
0.45924486212409255,174.3934084218636
0.4625727180391282,174.51706461575571
0.46590057395416384,176.52569769727492
0.46922842939024656,178.34281280668858
0.4725562848263293,178.34868978211418
0.47588414026241194,178.36452566044647
0.47921199569849465,180.1584319293305
0.4825398505231847,181.89110623186505
0.4858677053478748,181.8995510490883
0.48919556017256494,181.951863135013
0.492523414997255,183.76733816643826
0.49585127421080494,185.42085793899673
0.4991791334243548,185.37782120413726
0.5025069926379047,185.35753165385464
0.5058348518514546,187.03489916772443
0.5091627151654904,188.88047978707726
0.5124905784795262,189.0681196644027
0.5158184417935621,189.27273221561435
0.5191463051075978,191.11854938637322
0.5224741670704007,192.78233955595172
0.5258020290332036,192.82526019313806
0.5291298909960065,192.87154876973412
0.5324577529588094,194.49744285797584
0.5357856096463366,196.11372479522265
0.5391134663338638,196.15221517137363
0.542441323021391,196.18915255778458
