x,y,Velocity magnitude
0.5038525013235886,-1,0.1436174322372752
0.4968229248832863,-0.9877639504499747,0.14372942357662963
0.48979334844298394,-0.9755279008999495,0.1436401488564577
0.48975650801095916,-1,0.1454978395515107
0.4827269315706568,-0.9877639504499747,0.14565293761779105
0.4756605146983297,-1,0.147361012598554
0.5320433500880106,-1,0.1398693842485978
0.525003862387214,-0.9877595171642113,0.13988723656321578
0.5179643746864172,-0.9755190343284227,0.13971078185102234
0.5179479257057996,-1,0.14173836650723082
0.5109084380050029,-0.9877595171642113,0.1418052587952068
0.4686348429265066,-0.9877453343416459,0.14755466570072037
0.4616091711546834,-0.9754906686832918,0.14753595924137156
0.4615667118913376,-1,0.14920439659982374
0.45454104011951446,-0.9877453343416459,0.14943076405423647
0.44747290908434545,-1,0.15100642884254828
0.5602324558194316,-1,0.1361977540744464
0.5531905699160702,-0.9877300429039699,0.13611098075247774
0.5461486840127088,-0.97546008580794,0.13583624525513047
0.5461379029537211,-1,0.13801924662768617
0.5390960170503597,-0.9877300429039699,0.13798539274628677
0.4404216938176262,-0.9877047790811817,0.15126105719035723
0.43337047855090693,-0.9754095581623633,0.15128960003761158
0.43334420423992825,-1,0.15277169027764192
0.426292988973209,-0.9877047790811817,0.15304137022154465
0.4192154993955111,-1,0.15447414557563002
0.5885380053942071,-1,0.13264227777035223
0.5814679151151494,-0.9876708437262354,0.13244964630084444
0.5743978248360917,-0.9753416874524707,0.13207700924732738
0.5743852306068193,-1,0.1343981223844238
0.5673151403277616,-0.9876708437262354,0.13425805167261967
0.41211485844766693,-0.9876425690264989,0.15475732433269757
0.4050142174998228,-0.975285138052998,0.15480644721357584
0.404997274840707,-1,0.1561091457297167
0.3978966338928629,-0.9876425690264989,0.15639643446983542
0.390779050285903,-1,0.15765614838579126
0.6170250798921977,-1,0.12924303142042226
0.6099065354432864,-0.9875744347933055,0.12894915268349397
0.6027879909943752,-0.975148869586611,0.1284799466325013
0.6027815426432024,-1,0.13091847215264643
0.5956629981942911,-0.9875744347933055,0.13067220581623493
0.38363228385317805,-0.9875574731746427,0.15794027244465347
0.37648551742045305,-0.9751149463492854,0.15797483588885627
0.37646204493270086,-1,0.15910569715760448
0.3693152784999759,-0.9875574731746427,0.15937712902381915
0.36214503957949873,-1,0.16043831475278153
0.6457176631411539,-1,0.12603175223104057
0.638549382064342,-0.987434503971202,0.1256403041415885
0.63138110098753,-0.9748690079424042,0.12507714431619565
0.6313713715166758,-1,0.12761108293703194
0.6242030904398639,-0.987434503971202,0.12726202617064464
0.6746291983660477,-1,0.12302781834164032
0.6674195740338352,-0.9872532872422879,0.12254324801028993
0.6602099497016227,-0.9745065744845757,0.12189140289412033
0.6601734307536008,-1,0.12450096285239802
0.6529638064213883,-0.9872532872422879,0.12405408861492755
0.35494719454300605,-0.987447993300157,0.16068809487092425
0.3477493495065133,-0.9748959866003138,0.160673713056897
0.34772072962378053,-1,0.1616497205572137
0.34052288458728786,-0.987447993300157,0.16186875265904732
0.33329641966806234,-1,0.1627187930755654
0.7038201690305375,-1,0.12022743923054574
0.6965589990746262,-0.9870527862557724,0.11966465993560288
0.689297829118715,-0.9741055725115448,0.11893830731215925
0.6892246836982926,-1,0.12159578815146908
0.6819635137423814,-0.9870527862557724,0.12106486921492723
0.3260349028158903,-0.9873122256294359,0.16289873981372538
0.3187733859637183,-0.9746244512588718,0.16280086810916647
0.3187418389777241,-1,0.16364141719085645
0.3114803221255521,-0.9873122256294359,0.16377552881641333
0.3041872582873859,-1,0.16439969753044606
0.7333196106739619,-1,0.11762916695045667
0.7260071813330677,-0.9868483814247719,0.11700550092395724
0.7186947519921735,-0.973696762849544,0.11621755110469316
0.7185698898522497,-1,0.11890078474403187
0.7112574605113555,-0.9868483814247719,0.11829598909675218
0.7631895776379345,-1,0.1152334865096019
0.7558496375778484,-0.9866036397685568,0.11455166647667324
0.7485096975177623,-0.9732072795371136,0.11371132923747733
0.7482545941559482,-1,0.11640224429306012
0.7409146540958621,-0.9866036397685568,0.11573725024790253
0.9678213133582415,-0.9661539234584431,0.10154923986763476
0.959008216733809,-0.9830769617292215,0.10312041909663089
0.9501951201093763,-1,0.10461417546909206
0.9839106566791207,-0.9830769617292215,0.10228557003931299
0.9750975600546882,-1,0.10366778599637555
1,-1,0.10281406894535369
0.9839106566791207,-0.9580676455785427,0.10045684034078523
1,-0.9749906838493212,0.10126585913053118
1,-0.9499813676986424,0.09943437382694782
0.2968538698435057,-0.987147387376682,0.16447997855460958
0.28952048139962555,-0.9742947747533639,0.16426912630128143
0.2894820194470087,-1,0.1649905701707253
0.2821486310031285,-0.987147387376682,0.16501283937440114
0.2747767806066314,-1,0.16539987533309003
0.7938105484766638,-1,0.11300690102012485
0.78644416937681,-0.9862007306379807,0.11226545790284827
0.7790777902769562,-0.9724014612759616,0.1113668181359045
0.7785000630572991,-1,0.11408816481071234
0.7711336839574454,-0.9862007306379807,0.11336025226022625
0.8272868422881712,-1,0.11081898348587803
0.8192944164776351,-0.9854640102422279,0.1100359169784835
0.8113019906670991,-0.9709280204844558,0.10908903378021008
0.8105486953824175,-1,0.11188485261945598
0.8025562695718814,-0.9854640102422279,0.11110433040733167
0.8460330924913171,-0.9683820816315755,0.10682188680440285
0.8366599673897441,-0.9841910408157877,0.10887534743272127
0.8551494688320602,-0.9841910408157877,0.10783427804284601
0.8457763437304873,-1,0.1097084064793622
0.8642658451728034,-1,0.10866904682718119
0.8846826787032385,-1,0.10758757411525521
0.9050995122336736,-1,0.1065840397025497
0.8744474016161001,-0.9816229037940332,0.10659971139701735
0.8948642351465352,-0.9816229037940332,0.10561607037530973
0.884628958059397,-0.9632458075880663,0.1044134404021715
0.9396109814858415,-0.9777331769569522,0.10342665988672631
0.9290268428623066,-0.9554663539139044,0.10190506473057523
0.927647316171525,-1,0.10555806878756896
0.91706317754799,-0.9777331769569522,0.10431613941040802
0.9660567473365537,-0.9285172346804571,0.09828310027060838
0.9830283736682768,-0.9392493011895497,0.09890786305298366
0.9830283736682768,-0.9166144391685467,0.0967928917801689
1,-0.9273465056776393,0.09753151129741566
1,-0.9047116436566363,0.09540119026525819
0.2673584666365463,-0.9869492702368421,0.16535719176605465
0.2599401526664611,-0.9738985404736842,0.16501186154400063
0.2598943548255936,-1,0.16562437524108736
0.25247604085550845,-0.9869492702368421,0.16551660578257363
0.24501192904455577,-1,0.16565635215722435
0.9672228745934955,-0.8862726434503635,0.09371777668493599
0.9836114372967477,-0.8954921435534999,0.09460200668594751
0.9836114372967477,-0.8750059368828884,0.09228632852387163
1,-0.8842254369860247,0.0932727662861007
1,-0.8637392303154132,0.09096648109744056
0.2374873606931902,-0.9867216428873895,0.1654775551121846
0.22996279234182462,-0.9734432857747789,0.1649872156502852
0.2299329911790599,-1,0.1654910826546684
0.22240842282769435,-0.9867216428873895,0.1652462019443543
0.21485405331356405,-1,0.1651298402450285
0.18417510177116925,-1,0.16380595800202605
0.19951457754236665,-1,0.16456400824245582
0.1918368234932757,-0.9864784310711932,0.16418610194765706
0.20717629926447312,-0.9864784310711932,0.1648126956444516
0.19949854521538216,-0.9729568621423862,0.16417906523072764
0.1529013186799481,-1,0.16169728375422765
0.16853821022555868,-1,0.16284166884081452
0.16067972306768458,-0.9862556018184498,0.16234799241893752
0.17631661461329518,-0.9862556018184498,0.16336048177124965
0.16845812745542108,-0.9725112036368997,0.1625993625680674
0.9691071923645702,-0.8468125757671819,0.0887226780768643
0.9845535961822851,-0.8552759030412975,0.08988818996522188
0.9845535961822851,-0.8367335860736189,0.08748236321241376
1,-0.8451969133477345,0.08873093739127677
1,-0.8266545963800558,0.08634866219055715
1,-0.8098737255619073,0.0840873868453985
1,-0.7930928547437588,0.08174613614654413
0.9855367614847541,-0.8188330288264009,0.08503961139151739
0.9855367614847541,-0.8020521580082524,0.08264195949338984
0.9710735229695083,-0.8110114612727459,0.08365288827610694
0.12090113269439096,-1,0.1588440088224934
0.13690122568716953,-1,0.16035211801990873
0.1288365416181394,-0.9861373232283492,0.1597705574783776
0.14483663461091797,-0.9861373232283492,0.16114723751326657
0.13677195054188784,-0.9722746464566986,0.16029077792347282
0.08824237369736432,-1,0.1553387233014548
0.10457175319587764,-1,0.15715588884289072
0.09634810589703194,-0.9858590845427158,0.15653358292373748
0.11267748539554526,-0.9858590845427158,0.15822771853636555
0.10445383809669954,-0.9717181690854314,0.15731388805043786
1,-0.7777364927192089,0.07952887474883312
1,-0.7623801306946589,0.07725337582211468
0.9862372484618647,-0.7856869036861631,0.0802427673310636
0.9862372484618647,-0.7703305416616133,0.07790226884593204
0.9724744969237293,-0.7782809526285676,0.07866058396380998
0.05523735611441344,-1,0.1513565225264677
0.07173986490588888,-1,0.1533917144298916
0.06341109976349399,-0.985711395419658,0.15278557549640454
0.07991360855496943,-0.985711395419658,0.15471243909601992
0.07158484341257454,-0.971422790839316,0.153805437994217
1,-0.7473838787895941,0.0750038252963719
1,-0.7323876268845293,0.07272611022644504
0.9866123063782185,-0.7549132717787985,0.07552638880357647
0.9866123063782185,-0.7399170198737337,0.07316617517374763
0.973224612756437,-0.7474464128629381,0.07371212246088406
0.021712089208844043,-1,0.14700506531651844
0.03847472266162874,-1,0.14920500181488375
0.030016326748978906,-0.9852008992070831,0.14867250556010442
0.0467789602017636,-0.9852008992070831,0.1507744070998367
0.03832056428911377,-0.9704017984141662,0.14991230985333606
-0.012524291502353124,-1,0.14244929772658013
0.0045938988532454594,-1,0.1447276381831299
-0.004023002558355144,-0.984803655191087,0.14431110504240116
0.013095187797243439,-0.984803655191087,0.14652061470523517
0.004478286385642837,-0.969607310382174,0.14575933701147603
1,-0.702767060613716,0.06815981466261996
0.9867839746907713,-0.7101567625881751,0.06839842864941958
0.9735679493815426,-0.7175464645626343,0.06875235443919409
1,-0.7175773437491226,0.07044743944799363
0.9867839746907713,-0.7249670457235817,0.07078824661166856
-0.021237915147921376,-0.9843769919462628,0.14210995118827477
-0.029951538793489628,-0.9687539838925255,0.1414988033640858
-0.030021602424390892,-1,0.14012163942141637
-0.03873522606995915,-0.9843769919462628,0.1398679468316917
-0.04751891334642866,-1,0.13781997277367924
1,-0.673456935750506,0.06370087770580288
0.98696739271614,-0.6807749290073166,0.06370780368361326
0.97393478543228,-0.6880929222641273,0.06383479695803017
1,-0.688111998182111,0.0659185621140757
0.98696739271614,-0.6954299914389217,0.06604580685464416
-0.05627742824561162,-0.9840186995542124,0.1376657973353896
-0.06503594314479458,-0.9680373991084249,0.1372428140608035
-0.06533267476576698,-1,0.13552195074823062
-0.07409118966494994,-0.9840186995542124,0.13545846815652388
-0.08314643618510531,-1,0.13328215362275955
-0.09193290216382828,-0.9837275501660359,0.13332115277996454
-0.10071936814255125,-0.9674551003320718,0.13309869730377688
-0.1011179826511106,-1,0.13109476916956525
-0.10990444862983358,-0.9837275501660359,0.13122144550652848
-0.1190895291171159,-1,0.12898477730977878
1,-0.6444257883130147,0.0594440018471131
0.9871823724561498,-0.6516775992713068,0.05919391588571058
0.9743647449122996,-0.6589294102295988,0.05907235999930571
1,-0.6589413620317603,0.061534422581740154
0.9871823724561498,-0.6661931729900524,0.06142688384975533
-0.12814894951756844,-0.9834149648473256,0.12918543321249132
-0.137208369918021,-0.9668299296946512,0.129132658700825
-0.1373937305677969,-1,0.12692374468065534
-0.14645315096824946,-0.9834149648473256,0.1272052749141033
-0.15569793201847792,-1,0.1249554048564953
1,-0.6300203657407122,0.05746762436447889
1,-0.6156149431684097,0.055596233305707926
0.987367441922274,-0.6372288923318424,0.057079513415552126
