x,y,u,v
-0.13333333333333341,-0.5333333333333334,0.10293748298315894,-0.0032923634041264103
0,-0.5333333333333334,0.08310583639067999,-0.006856822526601332
0.1333333333333333,-0.5333333333333334,0.04843549310101031,-0.010571192953605466
0.2666666666666666,-0.5333333333333334,0.006007261065278742,-0.007789832390225224
0.7999999999999998,-0.5333333333333334,0.013392188140099327,0.005953689247749218
0.9333333333333333,-0.5333333333333334,0.03714399142680833,0.005694729939050996
-0.9333333333333333,-0.4,0.0604526919449899,-0.013787602667298353
-0.8,-0.4,0.07637881596222537,-0.01160571972043914
-0.6666666666666667,-0.4,0.09003864333387472,-0.009666125999645642
-0.5333333333333334,-0.4,0.10128190912288484,-0.0073651249365100716
-0.4,-0.4,0.10914160755573395,-0.00392753943475097
-0.2666666666666666,-0.4,0.11163464267650128,0.0014631494608950898
-0.13333333333333341,-0.4,0.10590133388318536,0.009358940698017083
0,-0.4,0.08893247542769782,0.01961149718871178
0.1333333333333333,-0.4,0.05932442542155529,0.030063982547157423
0.2666666666666666,-0.4,0.020876779375627708,0.026635948227864182
0.7999999999999998,-0.4,0.021185155427781013,-0.017337108401473483
0.9333333333333333,-0.4,0.041962879996546514,-0.016378853759392537
-0.9333333333333333,-0.2666666666666666,0.07165003361048432,-0.027812438996403566
-0.8,-0.2666666666666666,0.08215076641746323,-0.024469425512587472
-0.6666666666666667,-0.2666666666666666,0.09259036981341252,-0.021199800158263987
-0.5333333333333334,-0.2666666666666666,0.10249426929270525,-0.017017439063286
-0.4,-0.2666666666666666,0.11107319132769096,-0.010404166158234565
-0.2666666666666666,-0.2666666666666666,0.1168560531335097,3.6340323595138266E-4
-0.13333333333333341,-0.2666666666666666,0.11770534619762164,0.01632133756576474
0,-0.2666666666666666,0.11176583897065874,0.036354517861567875
0.1333333333333333,-0.2666666666666666,0.09961580052390213,0.05490440163988146
0.2666666666666666,-0.2666666666666666,0.08448712112119504,0.05739574861596395
0.40000000000000013,-0.2666666666666666,0.059791893724525105,0.025574217210444564
0.5333333333333334,-0.2666666666666666,0.0382959569784485,-0.00338131300109935
0.6666666666666665,-0.2666666666666666,0.04720349036178761,-0.0231790988046161
0.7999999999999998,-0.2666666666666666,0.053899001750137246,-0.0321381650865832
0.9333333333333333,-0.2666666666666666,0.06182235874258815,-0.031191484145062367
-0.9333333333333333,-0.13333333333333341,0.08522292855316314,-0.03407038300924253
-0.8,-0.13333333333333341,0.08886717882054221,-0.03219653332405919
-0.6666666666666667,-0.13333333333333341,0.09458137807320816,-0.029715086330699757
-0.5333333333333334,-0.13333333333333341,0.10191564549457885,-0.025888769033914297
-0.4,-0.13333333333333341,0.11062901148919768,-0.018871336965338763
-0.2666666666666666,-0.13333333333333341,0.12005920818855732,-0.0062330544449525375
-0.13333333333333341,-0.13333333333333341,0.12863782842789603,0.013689828756359346
0,-0.13333333333333341,0.13422299798680926,0.038908933094337954
0.1333333333333333,-0.13333333333333341,0.13597333294005812,0.06090612893023231
0.2666666666666666,-0.13333333333333341,0.13487896308356098,0.06550244214189462
0.40000000000000013,-0.13333333333333341,0.12867767546015932,0.0435128885693801
0.5333333333333334,-0.13333333333333341,0.11449648570654608,0.008417902264557527
0.6666666666666665,-0.13333333333333341,0.09934989905144037,-0.018184969338794637
0.7999999999999998,-0.13333333333333341,0.08903031528918723,-0.031087607868069318
0.9333333333333333,-0.13333333333333341,0.08471039027806396,-0.034645738612556126
-0.9333333333333333,0,0.09538737086066679,-0.03306779248329797
-0.8,0,0.0929765184202323,-0.03405776682263821
-0.6666666666666667,0,0.0933099479273654,-0.033934083512712016
-0.5333333333333334,0,0.0964676083337365,-0.032510354737236194
-0.4,0,0.10305459822981121,-0.02808702027903277
-0.2666666666666666,0,0.11362271972847955,-0.01751457474095614
-0.13333333333333341,0,0.12734765465502418,0.0024468056079449485
0,0,0.1407641290977652,0.030926371140912057
0.1333333333333333,0,0.1492723815924929,0.05767336305140728
0.2666666666666666,0,0.15144934071399413,0.06683741579830327
0.40000000000000013,0,0.14776086317161943,0.052049761031831385
0.5333333333333334,0,0.13771581326380147,0.023380348132363983
0.6666666666666665,0,0.12376768784108558,-0.0035162285150296
0.7999999999999998,0,0.11061701213134426,-0.020947491852256955
0.9333333333333333,0,0.10104877551530786,-0.029639095094546195
-0.9333333333333333,0.1333333333333333,0.09993103385861922,-0.02706319095928474
-0.8,0.1333333333333333,0.09297609558677178,-0.03041672504146648
-0.6666666666666667,0.1333333333333333,0.08772228269376789,-0.03271570949012524
-0.5333333333333334,0.1333333333333333,0.08473860904435397,-0.03439045925179955
-0.4,0.1333333333333333,0.08526895115087121,-0.03429371583997281
-0.2666666666666666,0.1333333333333333,0.09103623598212301,-0.02895636292874194
-0.13333333333333341,0.1333333333333333,0.10279876597435801,-0.012861494460723235
0,0.1333333333333333,0.11850043571553763,0.016995710065640133
0.1333333333333333,0.1333333333333333,0.13101892592480216,0.0512138582664851
0.2666666666666666,0.1333333333333333,0.13543078754313853,0.06675732656346886
0.40000000000000013,0.1333333333333333,0.13584054200036666,0.05643630593200145
0.5333333333333334,0.1333333333333333,0.13319335781263295,0.032445974639940256
0.6666666666666665,0.1333333333333333,0.12669679593379796,0.008029235341534303
0.7999999999999998,0.1333333333333333,0.11770007425905804,-0.010057889525723845
0.9333333333333333,0.1333333333333333,0.10833849079270433,-0.021074530603006104
-0.9333333333333333,0.2666666666666666,0.10007824015486588,-0.018236035983828506
-0.8,0.2666666666666666,0.08999042545319609,-0.02205602025526323
-0.6666666666666667,0.2666666666666666,0.07949159309733128,-0.025280037953771296
-0.5333333333333334,0.2666666666666666,0.0690791594015443,-0.02867613033609714
-0.4,0.2666666666666666,0.05959800579613587,-0.031825469047662584
-0.2666666666666666,0.2666666666666666,0.05228234135613447,-0.03120031423988232
-0.13333333333333341,0.2666666666666666,0.04488913913592912,-0.018614933066732127
0,0.2666666666666666,0.039449515026755665,0.0016394630018681583
0.1333333333333333,0.2666666666666666,0.06779959341726599,0.036014886273796676
0.2666666666666666,0.2666666666666666,0.08852452283982931,0.05956466501688385
0.40000000000000013,0.2666666666666666,0.10305364627252657,0.05098022875630943
0.5333333333333334,0.2666666666666666,0.11391285392242788,0.031154257516573355
0.6666666666666665,0.2666666666666666,0.11807133184673146,0.011841752617554241
0.7999999999999998,0.2666666666666666,0.11577711459912508,-0.0028034554223645954
0.9333333333333333,0.2666666666666666,0.10909907268911048,-0.012386052428661868
-0.9333333333333333,0.40000000000000013,0.09871564015888949,-0.008017733287266833
-0.8,0.40000000000000013,0.0868071356353913,-0.010162868903413459
-0.6666666666666667,0.40000000000000013,0.07259407262089262,-0.01211260639421801
-0.5333333333333334,0.40000000000000013,0.056052534734997835,-0.014408263805770316
-0.4,0.40000000000000013,0.03691833804487747,-0.016967670648350162
-0.2666666666666666,0.40000000000000013,0.015857642721643535,-0.016132330423009704
0.2666666666666666,0.40000000000000013,0.030884765256568747,0.031243448617895297
0.40000000000000013,0.40000000000000013,0.06783163240047438,0.027745754739826378
0.5333333333333334,0.40000000000000013,0.0943450687506951,0.0168883229216077
0.6666666666666665,0.40000000000000013,0.10827752453064586,0.007139073964206532
0.7999999999999998,0.40000000000000013,0.11164925001453176,-1.0724798600071475E-4
0.9333333333333333,0.40000000000000013,0.10757229456809535,-0.004942273882863198
-0.9333333333333333,0.5333333333333334,0.09829520583297041,0.002693044240527048
-0.8,0.5333333333333334,0.08601810573160801,0.003443294941398802
-0.6666666666666667,0.5333333333333334,0.07096204631004377,0.004138074406336919
-0.5333333333333334,0.5333333333333334,0.05296036614525451,0.004968510618895401
-0.4,0.5333333333333334,0.03139106821053625,0.005917799749309904
-0.2666666666666666,0.5333333333333334,0.0077015147721048735,0.0053303977464391255
0.2666666666666666,0.5333333333333334,0.015571682124317551,-0.010504555617719223
0.40000000000000013,0.5333333333333334,0.058468448547199924,-0.009744336001959732
0.5333333333333334,0.5333333333333334,0.089413308587253,-0.0059040378404067685
0.6666666666666665,0.5333333333333334,0.10579051674144688,-0.002529572660267523
0.7999999999999998,0.5333333333333334,0.1105307497007547,-3.773823396671968E-5
0.9333333333333333,0.5333333333333334,0.10707093538119698,0.0016257029645432009
-0.9333333333333333,0.6666666666666665,0.09941293217939884,0.013242222281789222
-0.8,0.6666666666666665,0.08824017034109968,0.0164662412890316
-0.6666666666666667,0.6666666666666665,0.07559822176482307,0.019310486598788975
-0.5333333333333334,0.6666666666666665,0.061731712737432255,0.022525730254628427
-0.4,0.6666666666666665,0.046929824042979525,0.025915781134246668
-0.2666666666666666,0.6666666666666665,0.03175385873811577,0.025637597003287358
-0.13333333333333341,0.6666666666666665,0.008164944687806514,0.00609038829259896
0.1333333333333333,0.6666666666666665,0.01473759151512052,-0.011376245624424004
0.2666666666666666,0.6666666666666665,0.05793697739993961,-0.048592779583231965
0.40000000000000013,0.6666666666666665,0.08399417783917648,-0.04183445037044164
0.5333333333333334,0.6666666666666665,0.10313761351690491,-0.02558892623337024
0.6666666666666665,0.6666666666666665,0.11269650469307978,-0.010437050453001164
0.7999999999999998,0.6666666666666665,0.11359894501496147,9.557246086573768E-4
0.9333333333333333,0.6666666666666665,0.10838027125137363,0.008514860058166887
-0.9333333333333333,0.7999999999999998,0.10040311113380898,0.02290874680710904
-0.8,0.7999999999999998,0.09171088538478178,0.02677853026241321
-0.6666666666666667,0.7999999999999998,0.08373319547884997,0.029801453565271523
-0.5333333333333334,0.7999999999999998,0.07708187506326687,0.032633503647627654
-0.4,0.7999999999999998,0.07295417345430444,0.034515155191502445
-0.2666666666666666,0.7999999999999998,0.07311970850268426,0.031994897191812456
-0.13333333333333341,0.7999999999999998,0.07827044527488974,0.018671359217169184
0,0.7999999999999998,0.08974776726897803,-0.00892136765774838
0.1333333333333333,0.7999999999999998,0.10635446711550588,-0.04605056431819644
0.2666666666666666,0.7999999999999998,0.11547002645217014,-0.06486251198354452
0.40000000000000013,0.7999999999999998,0.12125341000528117,-0.05549349965914566
0.5333333333333334,0.7999999999999998,0.12458760653070207,-0.03335593656525431
0.6666666666666665,0.7999999999999998,0.12318425281777057,-0.011045366799399632
0.7999999999999998,0.7999999999999998,0.11744165886134487,0.005857049333852078
0.9333333333333333,0.7999999999999998,0.10929346309174813,0.01661910074769663
-0.9333333333333333,0.9333333333333333,0.09835475640937855,0.030553987819910422
-0.8,0.9333333333333333,0.09348560066184805,0.03289808687215995
-0.6666666666666667,0.9333333333333333,0.09102766760155966,0.03408309225488923
-0.5333333333333334,0.9333333333333333,0.09135841157826563,0.03424023003019466
-0.4,0.9333333333333333,0.09548106067319535,0.031902140140992616
-0.2666666666666666,0.9333333333333333,0.10462337785530654,0.023686094003173768
-0.13333333333333341,0.9333333333333333,0.11870556541346763,0.0051800033230259635
0,0.9333333333333333,0.13422383053052778,-0.024469276861086863
0.1333333333333333,0.9333333333333333,0.14465687440090233,-0.05477236519088233
0.2666666666666666,0.9333333333333333,0.14746087444949052,-0.06707525584713016
0.40000000000000013,0.9333333333333333,0.14507166327069454,-0.05497681238848635
0.5333333333333334,0.9333333333333333,0.13807462253048644,-0.02893493957904437
0.6666666666666665,0.9333333333333333,0.12732292418068827,-0.0030441034889594014
0.7999999999999998,0.9333333333333333,0.11570781407824772,0.015235522245593084
0.9333333333333333,0.9333333333333333,0.1057484274370577,0.025541131558265453
