,0
225AMA,0.9835370870931905
225AMB,0.9763223137920041
225ASB,0.9617818354403959
231AMA,0.9804493106853439
231AMB,0.9856755457012225
231ASA,0.9849635265428137
231ASB,0.9830510053493249
PV16-216MA,0.9824550242341887
PV16-216MB,0.9846055272833772
PV16-216SA,0.9867344131603071
PV16-216SB,0.9838565214411293
PV16-481MA,0.9838929756992638
PV16-481MB,0.9849786622590586
PV16-481SA,0.9816187212204174
PV16-481SB,0.9910289873574938
