Lengths,1,2,3,4
5.0,0.946615179240087,0.9481428116154745,0.9431583432300435,0.9384799669512183
7.5,0.9482994510280014,0.9333361282521119,0.9316191160020492,0.9432742281541261
10.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0
